"","report_date","tBalance","yBalance","total_purchase_amt","direct_purchase_amt","purchase_bal_amt","purchase_bank_amt","total_redeem_amt","consume_amt","transfer_amt","tftobal_amt","tftocard_amt","share_amt","category1","category2","category3","category4"
"378",2014-07-13,20453941278,20473641383,179759885,177520917,66176740,111344177,199459990,37261668,162198322,30133300,132065022,2238968,15324901,10994549,0,10942218
"379",2014-07-14,20423985523,20453941278,254797524,252543988,88262667,164281321,284753279,52533556,232219723,23824522,208395201,2253536,22728966,16719105,1490000,11595485
"380",2014-07-15,20497073353,20423985523,334810012,332554408,116023440,216530968,261722182,59644641,202077541,27658319,174419222,2255604,28312129,14456627,810000,16065885
"381",2014-07-16,20657187545,20497073353,394890140,392596651,170324655,222271996,234775948,59605459,175170489,31190665,143979824,2293489,24049651,15112325,5e+05,19943483
"382",2014-07-17,20611919440,20657187545,253011280,250755039,73862280,176892759,298279385,104717040,193562345,32255120,161307225,2256241,20409316,22169561,49800000,12338163
"383",2014-07-18,20612207748,20611919440,208959595,206677714,62723841,143953873,208671287,60675775,147995512,20805733,127189779,2281881,30533659,19912408,202000,10027708
"384",2014-07-19,20667061488,20612207748,210318023,208048192,108711944,99336248,155464283,31681543,123782740,15507755,108274985,2269831,14009478,8324384,0,9347681
"385",2014-07-20,20669047956,20667061488,176449304,174193562,58331429,115862133,174462836,38768091,135694745,29227103,106467642,2255742,17115054,9327176,0,12325861
"386",2014-07-21,20612945071,20669047956,378088594,375786236,188430013,187356223,434191479,54882116,379309363,39353239,339956124,2302358,26869340,13077930,10000,14924846
"387",2014-07-22,20486985781,20612945071,243084133,240854173,90700778,150153395,369043423,98632913,270410510,31942129,238468381,2229960,30137941,13547269,41501000,13446703
"388",2014-07-23,20444094598,20486985781,265461894,263182434,114917590,148264844,308353077,56660566,251692511,45278350,206414161,2279460,31464788,10539421,1540000,13116357
"389",2014-07-24,20373516647,20444094598,277044480,274781793,106071922,168709871,347622431,70641581,276980850,42338290,234642560,2262687,28540166,17667384,12800000,11634031
"390",2014-07-25,20292282944,20373516647,181641088,179379699,63336575,116043124,262874791,70693254,192181537,35509270,156672267,2261389,22920147,16751760,16901000,14120347
"391",2014-07-26,20137897656,20292282944,128268053,126012255,54186270,71825985,282653341,51725809,230927532,29639068,201288464,2255798,18138384,18713087,1500000,13374338
"392",2014-07-27,20122693255,20137897656,151406251,149177264,80780644,68396620,166610652,50588888,116021764,35246941,80774823,2228987,18664858,20466300,0,11457730
"393",2014-07-28,20148469102,20122693255,371762756,369535407,214062345,155473062,345986909,51656382,294330527,30372288,263958239,2227349,25389413,11015923,2200000,13051046
"394",2014-07-29,20073082045,20148469102,228093046,225904582,85325202,140579380,303480103,41066657,262413446,23956498,238456948,2188464,12428323,12717118,3e+06,12921216
"395",2014-07-30,20032881601,20073082045,209917272,207702516,64808558,142893958,250117716,53868111,196249605,25897612,170351993,2214756,19730768,8862240,12100000,13175103
"396",2014-07-31,19947416138,20032881601,191728916,189518581,56346135,133172446,277194379,53122061,224072318,33843617,190228701,2210335,15792314,13775873,7400000,16153874
"397",2014-08-01,20069760015,19947416138,374884735,372678958,135715324,236963634,252540858,84227601,168313257,31013339,137299918,2205777,32731901,29456809,5100000,16938891
"398",2014-08-02,20086601920,20069760015,189092130,186889349,78478704,108410645,172250225,41930977,130319248,34359098,95960150,2202781,20388807,7149562,0,14392608
"399",2014-08-03,20133302100,20086601920,173825397,171634865,62120575,109514290,127125217,40828571,86296646,23794226,62502420,2190532,17238818,9473820,0,14115933
"400",2014-08-04,20141035460,20133302100,330640884,328404472,120904646,207499826,322907524,78477516,244430008,43969481,200460527,2236412,31529783,12074693,16500000,18373040
"401",2014-08-05,20314109791,20141035460,394780870,392589715,164705556,227884159,221706539,74040082,147666457,35974791,111691666,2191155,26591098,14768284,16410000,16270700
"402",2014-08-06,20320584213,20314109791,288821016,286598298,127641624,158956674,282346594,56127546,226219048,26815416,199403632,2222718,21291913,19643544,1700000,13492089
"403",2014-08-07,20314571173,20320584213,247646474,245405658,61837508,183568150,253659514,60050774,193608740,41675089,151933651,2240816,15410546,28941346,4300000,11398882
"404",2014-08-08,20236826133,20314571173,233903717,231616935,54035416,177581519,311648757,67603275,244045482,43071065,200974417,2286782,19163226,18669835,14800000,14970214
"405",2014-08-09,20233477189,20236826133,160262764,158028887,44663092,113365795,163611708,50648384,112963324,30028086,82935238,2233877,18520392,22698987,0,9429005
"406",2014-08-10,20303102834,20233477189,259534870,257313208,76427498,180885710,189909225,55462188,134447037,24599903,109847134,2221662,23077228,20717590,1000,11666370
"407",2014-08-11,20216049969,20303102834,331550471,329331370,102021228,227310142,418603336,60850688,357752648,40952695,316799953,2219101,17201769,23642952,2600000,17405967
"408",2014-08-12,20164788784,20216049969,258493673,256311879,101592768,154719111,309754858,48112423,261642435,46559208,215083227,2181794,15814510,14362076,1811000,16124837
"409",2014-08-13,20122319886,20164788784,261506619,259291103,99082207,160208896,303975517,55277175,248698342,22934891,225763451,2215516,25161278,14424643,3e+06,12691254
"410",2014-08-14,20168083115,20122319886,257702660,255446130,113303891,142142239,211939431,38957777,172981654,45402310,127579344,2256530,16476951,10331366,0,12149460
"411",2014-08-15,20176118728,20168083115,244551620,242336052,83330178,159005874,236516007,47779700,188736307,38085265,150651042,2215568,10680763,18761561,0,18337376
"412",2014-08-16,20171964125,20176118728,215059736,212842047,55705873,157136174,219214339,41164497,178049842,38363021,139686821,2217689,17021673,12925634,5000,11212190
"413",2014-08-17,20182378312,20171964125,149978271,147777403,42442478,105334925,139564084,40085759,99478325,28147769,71330556,2200868,7738809,19041259,0,13305691
"414",2014-08-18,20221708442,20182378312,298499146,296308680,84557465,211751215,259169016,55584679,203584337,52598310,150986027,2190466,14850247,15566826,0,25167606
"415",2014-08-19,20233180538,20221708442,266401973,264196458,108645683,155550775,254929877,74648794,180281083,33028860,147252223,2205515,29600198,11467928,2040000,31540668
"416",2014-08-20,20339106448,20233180538,308378692,306133606,134420983,171712623,202452782,73775504,128677278,28451096,100226182,2245086,24165679,17235710,1650000,30724115
"417",2014-08-21,20370906609,20339106448,251763517,249525712,85818188,163707524,219963356,70493107,149470249,18207816,131262433,2237805,28669192,10979534,420000,30424381
"418",2014-08-22,20437873459,20370906609,246316056,244094164,97266695,146827469,179349206,74322748,105026458,13620285,91406173,2221892,31216803,10023388,210000,32872557
"419",2014-08-23,20379907955,20437873459,141412027,139192764,42797254,96395510,199377531,63911142,135466389,28401389,107065000,2219263,22294743,13156888,1e+05,28359511
"420",2014-08-24,20319023288,20379907955,130195484,127991522,43143686,84847836,191080151,52046987,139033164,15507226,123525938,2203962,19194293,12132444,9e+05,19820250
"421",2014-08-25,20316184100,20319023288,309574223,307361141,92282025,215079116,312413411,96656751,215756660,27159616,188597044,2213082,35518047,11637924,1500000,48000780
"422",2014-08-26,20337650626,20316184100,306945089,304747497,124460527,180286970,285478563,88192408,197286155,14814754,182471401,2197592,24879168,16497042,0,46816198
"423",2014-08-27,20171681280,20337650626,302194801,299973007,102372488,197600519,468164147,107408171,360755976,20966937,339789039,2221794,34053795,19426628,6e+06,47927748
"424",2014-08-28,20118870170,20171681280,245082751,242887647,56734596,186153051,297893861,98896299,198997562,15732174,183265388,2195104,25606866,25743565,4e+06,43545868
"425",2014-08-29,20112668503,20118870170,267554713,265335172,87236719,178098453,273756380,103967802,169788578,27979322,141809256,2219541,31191914,30028785,40000,42707103
"426",2014-08-30,20116003141,20112668503,199708772,197483663,84798329,112685334,196374134,70813897,125560237,32453185,93107052,2225109,18388231,14302883,1e+05,38022783
"427",2014-08-31,20098150321,20116003141,275090213,272878511,148125324,124753187,292943033,106464912,186478121,24503950,161974171,2211702,23745525,31675561,0,51043826
