"","report_date","tBalance","yBalance","total_purchase_amt","direct_purchase_amt","purchase_bal_amt","purchase_bank_amt","total_redeem_amt","consume_amt","transfer_amt","tftobal_amt","tftocard_amt","share_amt","category1","category2","category3","category4"
"378",2014-07-13,19956858850,20032588018,142610813,140419081,36671224,103747857,218339981,60898752,157441229,37037506,120403723,2191732,25078430,19150402,0,16669920
"379",2014-07-14,19930774100,19956858850,246080213,243874439,80550393,163324046,272164963,46665267,225499696,52997168,172502528,2205774,14848391,15472276,1e+05,16244600
"380",2014-07-15,19860676965,19930774100,299355385,297144434,105010178,192134256,369452520,55093139,314359381,59556107,254803274,2210951,19577469,15814235,6600000,13101435
"381",2014-07-16,19859342530,19860676965,277080654,274854918,97542517,177312401,278415089,45501005,232914084,49435683,183478401,2225736,14748543,14797528,320000,15634934
"382",2014-07-17,19909238452,19859342530,254493213,252314385,62896668,189417717,204597291,52553110,152044181,44327205,107716976,2178828,12769322,7890466,20681400,11211922
"383",2014-07-18,19938351258,19909238452,191967546,189764915,80157267,109607648,162854740,48380762,114473978,41063739,73410239,2202631,21301772,12257315,280000,14541675
"384",2014-07-19,19969476627,19938351258,153934641,151737310,68931331,82805979,122809272,32079738,90729534,23563180,67166354,2197331,10352004,9215539,0,12512195
"385",2014-07-20,19985814744,19969476627,174324225,172136318,71389843,100746475,157986108,42634052,115352056,32983262,82368794,2187907,17591422,14662451,0,10380179
"386",2014-07-21,19902050427,19985814744,241509367,239271655,61626994,177644661,325273684,64507735,260765949,43783488,216982461,2237712,35095214,16439916,0,12972605
"387",2014-07-22,19816838583,19902050427,222479621,220308003,71232428,149075575,307691465,81424302,226267163,37991700,188275463,2171618,26848727,16729812,24200042,13645721
"388",2014-07-23,19809654004,19816838583,281820273,279613501,119974077,159639424,289004852,62095242,226909610,42856156,184053454,2206772,30673255,12295315,5810000,13316672
"389",2014-07-24,19782695385,19809654004,257332381,255142468,93632247,161510221,284291000,74440553,209850447,47067956,162782491,2189913,34726889,18879779,3900000,16933885
"390",2014-07-25,19753087271,19782695385,203397102,201199683,71674437,129525246,233005216,52138371,180866845,32373389,148493456,2197419,21268427,16257422,7e+05,13912522
"391",2014-07-26,19799381693,19753087271,198457820,196264944,80187175,116077769,152163398,32435138,119728260,30975736,88752524,2192876,15463615,8291873,760000,7919650
"392",2014-07-27,19680036420,19799381693,162389176,160207880,43770749,116437131,281734449,51783449,229951000,31127681,198823319,2181296,24879848,9096708,5200000,12606893
"393",2014-07-28,19539516506,19680036420,253136439,250965518,67068113,183897405,393656353,73549980,320106373,43257800,276848573,2170921,40360126,11322980,7030000,14836874
"394",2014-07-29,19679699850,19539516506,325692942,323567142,153156443,170410699,185509598,58228687,127280911,27407675,99873236,2125800,21002108,19155454,0,18071125
"395",2014-07-30,19640734715,19679699850,239088792,236928575,71955371,164973204,278053927,52702326,225351601,48912205,176439396,2160217,21477041,19078299,1e+06,11146986
"396",2014-07-31,19599162817,19640734715,228056623,225892609,63266187,162626422,269628521,56674409,212954112,46561197,166392915,2164014,24697494,14549005,4930000,12497910
"397",2014-08-01,19694811620,19599162817,378242546,376078642,178003301,198075341,282593743,56024808,226568935,45105842,181463093,2163904,14903966,20916584,3900000,16304258
"398",2014-08-02,19684841456,19694811620,152120792,149959472,51225714,98733758,162090956,50319415,111771541,22486649,89284892,2161320,12105932,10003628,2e+07,8209855
"399",2014-08-03,19717753478,19684841456,154077981,151927198,40390693,111536505,121165959,30525657,90640302,22556695,68083607,2150783,14118616,6024489,0,10382552
"400",2014-08-04,19723967507,19717753478,254890053,252691918,64342298,188349620,248676024,45231380,203444644,48248858,155195786,2198135,22692036,12212460,0,10326884
"401",2014-08-05,19757175209,19723967507,311680953,309522530,107215559,202306971,278473251,69572167,208901084,35611163,173289921,2158423,30183071,25100814,8e+05,13488282
"402",2014-08-06,19778605094,19757175209,269143684,266973252,84145614,182827638,247713799,63965312,183748487,39760522,143987965,2170432,24218854,19465955,5100000,15180503
"403",2014-08-07,19751273461,19778605094,256485155,254304179,78885774,175418405,283816788,89057693,194759095,31543121,163215974,2180976,25364640,30432989,23840000,9420064
"404",2014-08-08,19774980321,19751273461,228097887,225877171,51742096,174135075,204391027,46502917,157888110,47061470,110826640,2220716,14056132,15089438,3e+06,14357347
"405",2014-08-09,19778112596,19774980321,146751994,144568113,43984613,100583500,143619719,45363365,98256354,38409045,59847309,2183881,20895726,11927799,4e+06,8539840
"406",2014-08-10,19718661160,19778112596,164174384,162000836,63784639,98216197,223625820,40250201,183375619,40402946,142972673,2173548,10934924,14753570,1e+05,14461707
"407",2014-08-11,19617460970,19718661160,284695009,282526307,61108709,221417598,385895199,91149319,294745880,44496700,250249180,2168702,31647415,30408670,15100000,13993234
"408",2014-08-12,19623908461,19617460970,260705801,258571271,74299566,184271705,254258310,67521707,186736603,31759110,154977493,2134530,26417544,24572383,4e+06,12531780
"409",2014-08-13,19577313188,19623908461,262139305,259982210,59905552,200076658,308734578,64371557,244363021,35811622,208551399,2157095,28048638,20420627,3e+05,15602292
"410",2014-08-14,19573505127,19577313188,248894735,246698527,107713702,138984825,252702796,48316222,204386574,38584333,165802241,2196208,10465885,18607985,506999,18735353
"411",2014-08-15,19621378538,19573505127,268968079,266817966,86347807,180470159,221094668,45357483,175737185,55512991,120224194,2150113,14142068,14674216,5100000,11441199
"412",2014-08-16,19621134576,19621378538,158553438,156400385,34148707,122251678,158797400,44660499,114136901,47925261,66211640,2153053,16006366,11433225,1e+05,17120908
"413",2014-08-17,19587953252,19621134576,161198309,159056260,51930834,107125426,194379633,49868293,144511340,53782975,90728365,2142049,16953025,15320901,30000,17564367
"414",2014-08-18,19482545871,19587953252,280533543,278402961,101054212,177348749,385940924,76744528,309196396,37757010,271439386,2130582,24096725,29037115,2030000,21580688
"415",2014-08-19,19470894099,19482545871,236052637,233917461,72812321,161105140,247704409,69957693,177746716,22381798,155364918,2135176,19785896,18066286,2e+06,30105511
"416",2014-08-20,19435379292,19470894099,209205785,207044209,72512776,134531433,244720592,68385767,176334825,24395024,151939801,2161576,14778500,16850821,1270000,35486446
"417",2014-08-21,19484201053,19435379292,234392568,232246439,45250145,186996294,185570807,63720372,121850435,19206246,102644189,2146129,13196024,16066483,8620000,25837865
"418",2014-08-22,19433856126,19484201053,182566127,180442519,51463218,128979301,232911054,66045065,166865989,28982270,137883719,2123608,16656825,22104560,315000,26968680
"419",2014-08-23,19391689432,19433856126,154613502,152496539,55378894,97117645,196780196,68686292,128093904,21499110,106594794,2116963,25058356,14137957,502687,28987292
"420",2014-08-24,19315945046,19391689432,134164401,132062640,47480609,84582031,209908787,62938356,146970431,15475921,131494510,2101761,26412561,9744670,2e+05,26581125
"421",2014-08-25,19334568604,19315945046,283116043,281007169,89335966,191671203,264492485,90208886,174283599,28782407,145501192,2108874,43815694,14263221,3060000,29069971
"422",2014-08-26,19304389297,19334568604,241046273,238954926,52865657,186089269,271225580,90976322,180249258,36176834,144072424,2091347,32686970,8742915,3610000,45936437
"423",2014-08-27,19186255088,19304389297,227515169,225403850,53448483,171955367,345649378,102513613,243135765,23392440,219743325,2111319,24079498,20471246,14780000,43182869
"424",2014-08-28,19099357862,19186255088,240376956,238283118,60812198,177470920,327274182,99013812,228260370,26625517,201634853,2093838,33664638,25545748,1370000,38433426
"425",2014-08-29,18954277524,19099357862,214114844,212008155,56975962,155032193,359195182,71837074,287358108,35917333,251440775,2106689,14506235,21229508,4960000,31141331
"426",2014-08-30,18936064993,18954277524,183547267,181447940,46668562,134779378,201759798,71478805,130280993,11964050,118316943,2099327,17784770,19436621,1140366,33117048
"427",2014-08-31,18982271775,18936064993,205369438,203285812,53660539,149625273,159162656,61184060,97978596,30600851,67377745,2083626,13658334,15598353,1230000,30697373
